,index,position,company_name,description,requirement,preferred,like
60,1362,모바일 앱 개발자 (Flutter),시어스랩(Seerslab),• 주요업무    - 메타버스 크로스 플랫폼 모바일 클라이언트 개발 (Android / iOS)   - 클라이언트 개발에 필요한 Flutter 라이브러리 개발   - AR/VR/MR 관련 어플리케이션 개발,• Android 또는 iOS 기반 어플리케이션 개발 경험이 있는 분 • 크로스플랫폼 앱개발에 대한 이해가 있는 분 • Flutter 프레임워크와 Dart언어를 통한 개발 경험 또는 관심이 있는 분,• AR/VR 등 메타버스 관련 서비스 개발 경험 • Unlty Plugin + Flutter 연동 경험 • Bloc / GetX 등 상태 관리 패턴을 사용 경험이 있으신 분 • Clean Architecture  MVVM  DI 등 디자인 패턴 적용에 대한 경험이 있으신 분 • Flutter 라이브러리 개발 경험이 있으신 분 (Github 또는 pub.dev에 배포한 경험이 있으신 분은   과제 또는 코딩 테스트 면제 및 즉시 서류 심사 통과  단 Fork 프로젝트 제외) • Flutter 모바일 어플리케이션을 스토어에 출시 / 배포한 경험 있으신 분,2
61,1364,[100억↑투자] 모바일 앱 개발자,와탭랩스(WhaTapLabs),• 성능 모니터링 정보를 모바일 기기에서 사용자가 보기 쉽게 시각화 합니다. • 모니터링 중 특이사항이 발생하는 경우  사용자가 인지할 수 있도록 모바일 앱을 개발합니다.(IOS/Android  포함),• Flutter를 사용한 모바일 앱 개발이 가능하신 분(필수) • 모바일 앱 개발 3년 이상 경험이 있으신 분 • Android / iOS 스토어 모바일 앱이 가능하신 분 • 서버 API 연동 및 웹 연동 기능 개발이 가능하신 분,• 데이터 시각화 및 UI/UX 개선 기획 경험이 있으신 분 • 웹 앱 개발 경험이 있으신 분 • 개발에 참여한 앱이 현재 Android / iOS 스토어 등록되어 있으신 분 • 서비스 운영 및 모니터링 서비스 사용 경험이 있으신 분,5
62,1365,[신입] 닷넷/닷넷코어(.NET Core  .NET 6) 크로스플랫폼 모바일 개발,투썬플랫폼,• 이용자의 생활가치를 통합하고 새로운 기술을 기반으로 미래시장을 선도하는 통합플랫폼 신규 서비스 모델링 및 개발 • 생활의 패러다임을 혁신시키는 신규서비스 Biz Process에 대한 아키텍처 모델링 디자인 • 상기 추진서비스들에 대한 .NET Ecosystem 기반의 기술트리들로 개발과제 해결 및 프로젝트 진행관리 • C# 기반 .NET MAUI 로 크로스 플랫폼 모바일 앱 개발 • Azure  AWS 등 클라우드서비스 기반의 분산Db/Scale-Up 시스템 구축 및 운영,• 전문학사 이상 • .NET 6은 데스크탑  모바일  웹  게임  클라우드 등 거의 모든 분야의 앱을 닷넷기반의 동일한 언어로 효율적으로 개발할 수 있는 생산적인 통합플랫폼입니다.  • .NET Ecosystem을 구성하는 기술부분들에 대한 이해와 활용력을 가지신 분들을 적극 환영합니다.  • C# 언어의 이해와 사용이 가능하고  관련 기술요소들(.NET MAUI  EFCore  ASP.NET Core MVC/Blazor 등 일부)을 적절하게 이해하고 사용이 가능하신 분  • C# XAML관련 기술들의 이해와 사용이 가능하신 분 (WPF/XAML  Xamarin.Form/XAML  UWP/XAML 중 하나)   • C#의 크로스플랫폼개발툴 Xamarin.Form으로 모바일 앱을 개발한 경험이 있으신 분 • Git/GitHub 등의 소스관리 툴을 활용할 수 있으신 분 • 신입직의 경우 C#언어를 중급수준으로 이해하면서  관련분야의 새로운 기술습득을 빠르게 할 수 있는 열정과 능력이 있으신 분 • 경력직의 경우 포트폴리오 코드 리뷰 제시 요망,• .NET Assembly 및 CLR에 대한 중/고급 수준의 개념이해 및 활용가능자 특별 우대 • 커뮤니케이션이 원활하시 분 • Java개발경력자로 .NET6/C#로 기술확장 의지 있으신 분 환영 및 적극 지원,0
63,1366,모바일·웹 서비스 기획자,피플벤처스,• 서비스 요건정의 • IA설계 • 와이어프레임 작성 • 스토리보드 작성 • UI/UX 협업 진행,• 경력 5년 이상,• 해당직무 근무경험이 있는 분 • 커뮤니케이션 능력이 좋은 분,0
64,1367,기술연구소 모바일쿠폰 서비스 개발/운영,즐거운,• 쿠폰서비스 개발 및 운영 • 웹 서비스 개발 및 운영,• Spring Boot 기반의 웹 개발 경험 (5년 이상) • 관계형 데이터베이스(oracle  mysql)기반 개발 경험 (5년 이상),• 쿠폰서비스 관련 회사 경험자  • 거래트랜잭션 처리 경험자 (전자결제  포인트  쿠폰 등) • Git  Jenkins 등을 활용한 팀 프로젝트 활용 경험자 • Web framework 사용 경험자 • Struts2 framework 기반 개발 경험자,4
65,1368,모바일 게임기획(Junior),넵튠(Neptune),넵튠의 게임 기획자는 유저의 입장에서 니즈를 파악하고   늘 낮은 자세로 유저에게 다가가려고 노력합니다.   유저에게 새로운 즐거움을 줄 수 있는 게임 라이브  서비스를 기획하고   시스템과 데이터를 분석하여 게임을 각색하는 크리에이터입니다.  ＞ 사천성 퍼즐 장르 라이브 기획 ＞ 시스템/컨텐츠/이벤트 등 기획 전 분야 ＞ 게임 데이터 분석 및 관리,- 모바일 게임 기획 경력 2년 이상 - 퍼즐 및 캐주얼 장르 게임을 좋아하고 즐겨하시는 분 - 데이터 분석을 기반으로 한 BM 기획  업데이트 계획 수립 가능하신 분 - 동료 간 원활한 커뮤니케이션 능력 및 긍정적  적극적 마인드를 보유하신 분 - 기획 의도를 논리적으로 표현하고  문서로 잘 풀어낼 수 있으신 분,+ 모바일 퍼즐/캐주얼 게임 출시 및 라이브 경력 보유자 + Unity3D 엔진 경험자,1
66,1369,모바일 앱 마케터,레드컬튼,- 유료 사용자 확보 캠페인  유기적 성장 이니셔티브를 포함한 포괄적인 모바일 앱 마케팅 전략을 개발하고 실행합니다.  - 소셜 미디어  콘텐츠 마케팅  이메일 마케팅  인플루언서 파트너십과 같은 다양한 마케팅 채널을 활용하여 대상 고객에게 도달하고 참여를 유도합니다.  - 콘텐츠 팀과 협력하여 블로그 게시물  소셜 미디어 업데이트 및 비디오 콘텐츠와 같은 매력적인 홍보 자료를 만들고 선별합니다.  - 주요 업계 파트너 및 인플루언서와의 관계를 개발하고 유지합니다.  - 최대 ROI를 보장하기 위해 마케팅 예산을 관리하고 최적화합니다.  - 마케팅 이니셔티브의 성공을 측정하기 위해 핵심 성과 지표(KPI)를 모니터링하고 보고합니다.,- 마케팅 관련 경력 2년 이상인 분  - 소셜미디어  블로그 등 마케팅 채널을 직접 운영  분석  개선 등의 경험이 있으신 분  - 문화 콘텐츠(공연  영화  도서 등) 또는 팬덤문화에 관심이 있으신 분  - 내부/외부 구성원과 커뮤니케이션에 지장이 없으신 분,- 모바일 앱 또는 문화/콘텐츠 마케팅 대한 입증된 경험  사용자 획득 및 참여를 주도한 실적을 보유하신 분  - 앱 스토어 최적화(ASO)  유료 사용자 획득 전략 및 유기적 성장 전술에 대한 깊은 이해가 있으신 분  - Google Analytics  Facebook Ads Manager  Amplitude 등 다양한 마케팅 도구 및 플랫폼 사용 능력이 있으신 분  - 탁월한 분석  문제 해결 및 데이터 기반 의사 결정 기술,0
67,1370,모바일 앱 개발자(Flutter),파마브로스,• '친한약사' 1:1 맞춤상담 플랫폼 Flutter App 의 개발을 합니다. 현재는 신기능들을 빠른 속도로 붙이고 있어요. • 앱 배포관리 및 서비스 모니터링도 합니다. 모니터링보다는 배포관리 쪽에 무게를 두고 있구요. • App 개발파트의 테크 리더 역할을 기대합니다. App 파트 확장의 중심이 되어주세요.,• AOS  iOS 앱 개발 및 배포에 능숙하시고 • 전체 개발 경력 중 Flutter 개발 경험 2년 이상으로 • 실제 사용되고 있는 App 의 개발기여도가 50% 이상인 분이면 좋겠습니다.,• 동료검토 등 품질 확보 및 생산성 향상을 위한 Lean/Agile 개발 프로세스에서 작업 경험이 있으시고 • BE 및 Devops 와의 기술 협업 원활하시고 • 사업 우선순위에 대한 이해를 바탕으로 한 기획/디자인 협업 경험 속에서 • 몇 년 안에  Head Of Engineer 급으로 성장하고 싶은 분이면 적극 모시겠습니다.,1
68,1371,모바일 앱 개발자(React Native),패스트파이브,•신규 서비스의 앱 프론트엔드 설계 및 개발 •React Native 기반의 사용자 앱 서비스 개발,•React Native 개발 실무 경력 3년 이상이거나 그에 준하는 역량을 보유하신 분 •앱 어플리케이션의 구조를 주도적으로 설계해본 경험이 있으신 분 •git 를 이용한 협업에 익숙하신 분 •투명한 커뮤니케이션과 논리적인 토론이 가능하신 분 •기획자  디자이너와의 원활한 의사소통 및 협업이 가능하신 분 •애자일 프로세스에 대한 거부감이 없으신 분,•javascript를 포함한 3개 이상의 프로그래밍 언어를 능숙하게 다룰 수 있으신 분 •iOS(Swift / Objective-C)  Android (Kotlin / Java) 네이티브 앱 개발 경험이 있으신 분 •업무 프로세스 및 개발 문화 개선에 관심이 많으신 분 •새로운 기술을 익히는 것을 즐기시는 분 •애자일 프로세스를 경험하신분 •공간을 활용한 유사한 서비스 경험이 있으신분,0
69,1372,모바일 UI/UX 디자이너,피닉스다트,- 흩어져있는 홈페이지의 기능들을 분석  이를 새롭게 기획해서 통합 App 출시 - 다트 게임 내 아이템(스킨)에 대한 분석 및 기획(기획 부서 및 그래픽 디자인 부서와 협업),- 4년제 대졸 이상 - 디자인 학과 출신 - 업무 관련 2년이상 근무자 우대,- 디자인 경력 우대 - 분석적 사고 및 통계 분석 가능자,2
70,1373,모바일 광고 솔루션 - iOS 엔지니어,오픈랩소디,• 광고 SDK 개발 및 유지보수 • 인하우스 서비스 iOS 개발,• 컴퓨터공학  전산학  수학 등 직무 관련 전공자 • 유관 경력 3년 이상 • 1차 면접에서 포트폴리오 필수 제출,• 광고 솔루션 경험  • 초기 앱 서비스 개발 경험,0
71,1374,글로벌 모바일 게임 사업/운영,골프존,• 글로벌 모바일 게임 사업/운영,• 모바일 게임 사업PM 혹은 운영 업무 경험 • 글로벌 모바일 게임 커뮤니티 운영 및 관리 능력 • 정량/정성적 분석을 통한 문제 파악 및 개선점 도출 능력 (유저 동향  인게임 데이터) • 주도적인 업무 자세 및 논리적인 사고 능력 • 개발/사업 등 여러 협업 부서와 원활한 커뮤니케이션 능력 • 글로벌 모바일 게임 사업 및 서비스에 대한 이해도 보유,• 골프 경험(스크린  필드 골프) 보유 혹은 골프 관심이 있는 자 • 글로벌 모바일 게임 라이브 서비스 경험 • 영어 가능,1
72,1375,[100억↑투자] 모바일 App 개발자(Flutter),비엘큐(테스트밸리),• Flutter를 사용한 모바일 앱 개발 • Android / iOS 스토어 모바일 앱 배포 • 모니터링 서버 API 연동 • 모바일 차트 시각화,• Dart & Flutter 개발 경험이 있으신 분 • 3년 이상의 모바일 개발 경험이 있는 분  • Android / iOS 스토어에 출시  배포 경험이 있으신 분 • Provider 상태관리솔루션  Freezed  get_it (의존성주입) 사용 경험이 있으신분 • P.O  디자이너와의 원활한 커뮤니케이션 능력이 있으신 분 • UI/UX의 디테일에 대한 집착과 욕심이 있으신 분(애니메이션 등) • 더 나은 앱 개발 환경을 위한 기술 스택(아키택쳐  프레임워크  라이브러리)에 욕심이 있으신 분,• TDD 방법론으로 개발을 즐기시는 분 • 코드 개선을 위한 어플리케이션 구조 설계  코드리뷰 등 품질향상을 위한 활동을 주도한 경험이 있으신분 • 이커머스 서비스개발 경험이 있으신 분 • 앱스토어 최적화(ASO) 경험이 있으신 분 • compose 또는 swiftUI와 같은 선언형 UI 경험이 있으신 분 • 동료들과 커뮤니케이션하며 개발하는 과정이 즐거운 분,2
73,1376,모바일 퍼즐게임 Game Designer,퍼즐원스튜디오,ㆍ게임의 재미와 수익성을 만족시키는 콘텐츠와 시스템 기획 ㆍ데이터 측정 및 분석 ㆍ레퍼런스의 매커니즘  레벨  콘텐츠 분석,ㆍ경력 : 경력 3년 이상 10년 미만 ㆍ캐주얼 & 퍼즐 게임을 좋아하시는 분 ㆍ게임의 전체적인 기획에 대한 이해와 분석 능력이 있으신 분 ㆍ다양한 직군과 원활하게 커뮤니케이션 하는 능력이 있으신 분,ㆍ게임 개발 및 출시 경험이 있으신 분 ㆍ캐주얼 모바일 게임 레벨 제작 경험이 있으신 분 ㆍ모바일 퍼즐 게임 분석 경험이 있으신 분 ㆍ매치3  버블 슈터  블라스트 매치 등의 캐주얼 퍼즐 게임 플레이 경험이 많으신 분,1
74,1377,모바일 앱 엔지니어(React Native  RN) 개발자,파이러츠(Pirates inc.),• React Native를 활용한 iOS  Android 앱 개발 및 유지 보수 • 백엔드 개발자  디자이너 및 PM과 커뮤니케이션을 바탕으로 Frontend 개발 로드맵을 제시 및 수행 • 신규 기능에 대한 기획부터 개발까지 참여 • 서비스 확장성  안정성  완결성을 고려하여 서비스를 설계 및 구축,• 1년 이상의 React Native 개발 경력 또는 그에 준하는 React 역량을 보유하신 분 • iOS 또는 Android 앱 런칭/운영 경험이 있으신 분 • Slack / Notion / Google Workspace에 대한 이해가 높고 익숙하신 분 • 스스로 Task를 찾을 줄 알고  Challenge 달성에 성취감을 느끼시는 분 • 고객 경험을 중심으로 한 협업을 즐기고  백엔드 개발자  디자이너와 원활한 커뮤니케이션이 가능하신 분 • 다른 팀원의 성장에 도움을 줄 수 있고 동료의 성장에 동기부여를 느끼시는 분,• iOS와 Android 앱 모두 개발 경험이 있으신 분 • 컨텐츠 & 커뮤니티 기반 서비스 및 개인 프로필 기능이 포함된 앱 개발 경험이 있으신 분 • 마케팅을 위한 데이터 추출  애널리틱스 툴 연동과 같은 마케팅 팀과 긴밀한 협업 경험이 있으신 분 • 고객 경험 개선 및 프로덕트에 대해 많은 관심이 있고  성장을 중요하게 생각하시는 분,1
75,1378,웹  모바일 UI/UX 기획자,라익스,• 자사 플랫폼 기획 • 신규 플랫폼  프로젝트 기획 및 제안 • UI/UX설계,• 학력: 무관 • 경력: 3년~10년 • 업무 소통 및 유관부서 커뮤니케이션이 능숙한 분 • Figma  Zeplin 사용 (Figma 포트폴리오 제출 필수),• 에이전시 경험 • SI 유경험자 • 새로운 환경 적응을 잘 하는 분 • 캠핑을 좋아하는 분,2
76,1379,모바일 앱 서비스 마케팅 리드,부에노컴퍼니,* 크리에이티브 마케팅 기획 (브랜딩)   - 자사 서비스 '그로켓'의 마케팅 전략 및 프로세스를 기획합니다.   - 마케팅 컨셉 도출 및 각종 광고 콘텐츠의 카피라이팅을 진행합니다. (광고&홍보물 제작 총괄)     * 광고 운영   - 온-오프라인 매체에 PAID 광고를 운영합니다.    - 광고 성과를 분석하고 마케팅 효율을 극대화 합니다.    ** 재택근무 가능    [전형절차] 1)원티드 서류 평가  2)비대면 직무 인터뷰  3)임원면접 4)최종선정   인생의 중요한 꿈을 '함께' 이뤄갈 동료를 모시는 일이기에 부에노컴퍼니는 팀원 한분 한분을 신중하게 맞이하고 있습니다.  * 경력에 따라 3개월 또는 6개월의 수습기간(급여 100%지급) 이후 내부 기준에 따라 정규직으로 채용합니다.,- 마케팅 경력 1년 이상   - 센스있고 강렬한 광고 카피라이팅 역량 보유(포트폴리오 필수)   - 논리적이고 말끔한 작문(글쓰기) 역량   - 마케팅 컨셉에 맞는 감각적인 디자인을 볼 줄 아는 안목   - 온&오프라인 광고 매체에 집행 경험이 있는 분(Google Analytics 활용),- APP  플랫폼 등 IT업계에 대한 이해도가 높으신 분   - 유니크한 브랜딩을 해보고 싶은 분   - 글쓰기에 큰 흥미를 느끼는 분   - 사람에게 관심이 많고 인사이트 있는 분   - 커뮤니케이션 역량이 뛰어난 분,0
77,1380,모바일 앱 개발,칸그림,- 자사 서비스의 모바일 앱 개발  - 기존 프로젝트 업데이트 개발,- 경력 2년 이상 - 중급 이상의 애플리케이션 (Native  혹은  React  Flutter ) 개발자  - Apple Appstore  Google Paystore  앱 등록 및 관리 가능한 자  - 서버 API 를 활용하여 클라이언트 부분 개발 가능한 자,- PHP 를 알거나 관련 프로젝트를 수행해보신 분 - Github 등 코드 관리 경험이 있으신 분 - 웹 개발 관련 지식이 있으신 분,0
78,1381,모바일 DBA,블루포션게임즈,• 담당업무    - MS-SQL 성능 최적화  모델링  SP 개발  쿼리 튜닝 가능   - 모바일 MMORPG DB 개발 및 유지보수   - 게임 통계 작업  운영툴 SP 개발 및 유지보수   - DB 서버 구축 및 운영   - 장애발생에 따른 DATA 보정 작업   - 각종 성능 지표를 모니터링하고 문제 분석   • 고용 형태   - 정규직  • 전형절차   - 서류심사 - 1차 면접(실무) - 2차 면접(임원진) - 합격자발표,• RDBMS 에 대한 이해 • 모바일 플랫폼에 대한 이해 • 원활한 커뮤니케이션 능력 • 1년 이상 경력  [이력서 필수기재]  - 이력서 내 '간단 소개글'에 기재 부탁드립니다 • 생년월일 (나이) • 경력년수,• MMORPG 데이터베이스 경험 • 상용 게임 오픈 경력,1
79,1382,[FC모바일] 게임 사업 PM (4년 이상),넥슨코리아(NEXON),- 사업 지표 달성을 위한 사업 계획 수립 및 실행 - 게임 콘텐츠 제안 및 개발사와 협업을 통한 실행 - 결과 데이터 분석 기반의 사업 지표 관리 및 개선 방향 도출,- 4년 이상의 게임 또는 디지털/온라인 서비스 경력을 보유하신 분 (게임 및 서비스 장르 무관  MMORPG/이커머스 등) - PvP 또는 RPG 게임 플레이 경험이 풍부하신 분 - 가설 기반의 데이터 분석 및 인사이트 도출 능력을 보유하신 분 - 실제 축구에 관심이 많거나 축구게임 플레이 경험이 많으신 분,- MS Office (Excel  Power Point) 활용 능력 및 경험이 풍부하신 분 - SQL 활용한 데이터 분석 경험을 보유하신 분 - 영어 이메일 커뮤니케이션이 가능하신 분 (중급 수준),0
80,1383,DBA (모바일게임),골프존,• DB 설계 및 개발 • DB 모니터링 및 트러블 슈팅 • 유관 부서 개발 지원 및 환경 구축 • 분석 & 통계 관련 업무 수행,• Query Tuning 및 Processing 능력 • Microsoft SQL Server Stored Procedure 작성 능력 • Microsoft SQL Server 모니터링 능력 • Microsoft SQL Server 트러블 슈팅 능력 • RDB Data 모델링 능력,• 모바일 게임 DB 서비스 경험자 (오픈 및 라이브 서비스) • MySQL  NoSQL 플랫폼 운영 및 시스템 구축 경험자 • Amazon AWS 등 클라우드 플랫폼에 대한 운영 경험자 • 유관 부서와의 원활한 커뮤니케이션 능력 • 무엇을 해야 하는지 스스로 생각하고 이행하시는 분,0
81,1384,[100억↑투자] 모바일 게임 사업 PM,슈퍼센트,• 슈퍼센트 내외부 게임의 출시 일정 및 프로덕트 KPI 관리 • 플레이 테스트  피드백 및 라이브 지표를 기반으로 개선사항 도출 • A/B Test기반의 Live Ops 운영 • 하이퍼 캐주얼 게임 시장 분석을 통한 하이퍼 캐주얼 게임 업계의 최신 동향 파악 • 잠재 파트너사의 포트폴리오  컨셉기획서  프로토타입 등을 평가하여 사업 가능성 측정 • [전형 절차] : 서류 전형＞과제전형 ＞ 1차 실무 인터뷰 ＞ 2차 Culture-Fit 인터뷰 ＞ 처우협의 ＞ 최종 합격,• 경력 무관 • 게임에 대한 열정과 게임을 재미있고 매력적이며 중독성 있게 만드는 요소에 대한 이해능력을 보유하신 분 • 긍정적인 태도  혼자 또는 팀원으로 일할 수 있는 자기 주도적 사고의 소유자이신 분 • 담당 프로젝트의 개선사항과 필요한 업무를 스스로 찾고 추진할 수 있으신 분 • 게임 테스트 데이터를 수집하고 분석하는 능력과 명확하고 간결한 방식으로 결과를 제시하는 능력을 보유하신 분 • 빠른 속도로 진행되는 환경에서 우선순위를 정하고 멀티태스킹 할 수 있는 능력을 보유하신 분,• 게임의 초기 개발부터 출시까지 주도적으로 관리  운영한 경험이 있으신분 • 서비스 중인 게임의 통계를 분석  가공하여 문제점 해결과 개선안을 만들어 낸 경험이 있으신 분 • 해외 거주 경험이 있거나 비즈니스 레벨의 영어가 가능하신 분 • 데이터 기반의 의사결정을 내릴 수 있는 강력한 분석력 및 문제 해결 능력을 갖추신 분 • 결과 지향적이며 측정 가능한 목표를 달성한 실적이 있으신 분,32
82,1385,모바일 게임 클라이언트 (Unity3D),제트5,• MoRPG 게임 클라이언트 개발 및 관리,• Unity3D 게임 개발 1년 이상 경력 • 엔진에 대한 높은 이해도 • 모바일 게임 최적화에 대한 높은 이해도 • 원활한 커뮤니케이션 능력,• RPG 개발 경험 • MORPG/MMORPG 플레이 경험 • Photon 사용 경험 • 라이브 프로젝트 개발 경험 • 영문 자료를 이해 할 정도의 영어 실력,3
83,1386,[100억↑투자] 모바일 게임 프로듀서 (PD),팀스파르타,■ 합류하면 이런 업무를 해요 • 퍼즐 등 하이브리드 장르 신규 모바일 게임의 기획  개발  제작  유통을 총괄합니다.      • 시장공백으로 기회를 발굴하고  역기획과 믹스로 재미를 창조합니다.      • 연 100여 명 이상의 Unity 개발자를 교육하고 리드하여 구상을 실현합니다.      • 업계 탑클래스 Advisor와 논의하여 유통 전략을 수립하고 실행합니다.,■ 이런 분을 찾고 있어요 • 게임 제작(기획  개발 등) 관련 경력이 7년 이상이신 분 • 모바일 캐주얼 게임의 기획부터 유통까지 한 사이클을 돌아본 경험이 있으신 분 • 기민한 시장 감각을 바탕으로 내 이름을 건 작품을 반드시 성공시키겠다는 강한 집념이 있으신 분 • 기획  아트  개발 직군과 명확하고 원활하게 소통할 수 있으신 분,■ 이런 분이라면 더 좋아요 • 1년 이상 라이브를 운영해 보신 경험이 있으신 분 • 경험을 기반으로 한 동남아/서유럽/북미 시장 이해가 있으신 분 • 게임사 창업 경험이 있으신 분,0
84,1387,모바일 게임 UA 마케팅,캐논크래커,• 마케팅 전략 수립 및 실행 관리,• 게임 커뮤니티 관련 업무 및 관리 경험 • 다양한 지표를 다루는 분석툴 경험 • 프로젝트 런칭 혹은 서비스 경험,• 온라인 마케팅 전략 수립을 경험,3
85,1388,모바일게임 UI/UX 디자이너,알로하팩토리,알로하 팩토리의 아트팀은 무엇을 하나요?  알로하팩토리 모바일 캐주얼 게임의 모든 비주얼적인 부분을 담당합니다. 주로 북미풍 캐주얼 스타일의 아트를 제작하여 게임에 생명을 불어넣는 역할을 해요. 심플하면서도 유저에게 확실히 각인될 수 있는 스타일의 아트를 지향합니다. 언제나 활기찬 멤버들과 웃으며 일할 수 있는 아트팀과 함께 즐거운 게임을 만들어나가요!   아트팀의 UI/UX 디자이너로 합류하시면 담당하실 업무를 알려드려요!  • 다양한 캐주얼 게임 내 리소스 제작 및 연출 • 신규 게임 UI / UX 디자인,이런 분과 함께 하고 싶어요!  • UI / UX 업무 관련 툴이 능숙하신 분 • Unity 엔진에 대한 경험과 이해도가 있으신 분 • 다양한 컨셉을 디자인하고 주도적으로 아이디어 제시가 가능하신 분,• 협업 및 커뮤니케이션이 원활하신 분 • 캐주얼 / 미드코어 장르에 대한 이해도가 있으신 분 • 아트 컨셉 방향성에 대한 이해도가 높으신 분 • 연출적 감각이 있으시고 UI 애니메이팅이 가능하신 분 • UI 사용성에 대한 이해가 높고 문제 해결 능력이 있으신 분 • 한 가지 스타일이 아니라 다양한 시각적 표현을 제시하실 수 있으신 분,0
86,1389,디자인(모바일  자동차用  제품) 파트장,세경하이테크,ㆍ제품디자인 및 산업용 CMF 디자인 ㆍ휴대폰 백커버 디자인 ㆍ자동차用 제품 디자인,ㆍ경력 : 경력 10년 이상 ㆍ직급 : 수석급 ㆍ휴대폰 CMF 유경험자 우대 ㆍ자동차用 제품 디자인 유경험자 우대  ㆍ증착  패턴  인쇄  도장  스프레이 경험자 우대,ㆍ증착  패턴  인쇄  도장  스프레이 경험자 우대 ㆍ고객사  파트원과의 커뮤니케이션 우수자 우대,0
87,1390,닷넷/닷넷코어(.NET Core  .NET 6) 크로스플랫폼 모바일 개발,투썬플랫폼,• 이용자의 생활가치를 통합하고 새로운 기술을 기반으로 미래시장을 선도하는 통합플랫폼 신규 서비스 모델링 및 개발 • 생활의 패러다임을 혁신시키는 신규서비스 Biz Process에 대한 아키텍처 모델링 디자인 • 상기 추진서비스들에 대한 .NET Ecosystem 기반의 기술트리들로 개발과제 해결 및 프로젝트 진행관리 • C# 기반 .NET MAUI 로 크로스 플랫폼 모바일 앱 개발 • Azure  AWS 등 클라우드서비스 기반의 분산Db/Scale-Up 시스템 구축 및 운영,• 전문학사 이상 • .NET 6은 데스크탑  모바일  웹  게임  클라우드 등 거의 모든 분야의 앱을 닷넷기반의 동일한 언어로 효율적으로 개발할 수 있는 생산적인 통합플랫폼입니다.  • .NET Ecosystem을 구성하는 기술부분들에 대한 이해와 활용력을 가지신 분들을 적극 환영합니다.  • C# 언어의 이해와 사용이 가능하고  관련 기술요소들(.NET MAUI  EFCore  ASP.NET Core MVC/Blazor 등 일부)을 적절하게 이해하고 사용이 가능하신 분  • C# XAML관련 기술들의 이해와 사용이 가능하신 분 (WPF/XAML  Xamarin.Form/XAML  UWP/XAML 중 하나)   • C#의 크로스플랫폼개발툴 Xamarin.Form으로 모바일 앱을 개발한 경험이 있으신 분   • Git/GitHub 등의 소스관리 툴을 활용할 수 있으신 분 • 신입직의 경우 C#언어를 중급수준으로 이해하면서  관련분야의 새로운 기술습득을 빠르게 할 수 있는 열정과 능력이 있으신 분 • 경력직의 경우 포트폴리오 코드 리뷰 제시 요망,• .NET Assembly 및 CLR에 대한 중/고급 수준의 개념이해 및 활용가능자 특별 우대  • 커뮤니케이션이 원활하시 분 • Java개발경력자로 .NET6/C#로 기술확장 의지 있으신 분 환영 및 적극 지원,6
88,1391,모바일게임 클라이언트 개발자,더재미(thejaemi),ㆍ Unity3D 클라이언트 모바일 게임 개발 (방치형 힐링 시뮬레이션 장르) ㆍ 시스템/컨텐츠 ㆍ 캐릭터/맵/UI,ㆍUnity에 대해 5년이상의 경력 혹은 그에 준하는 중급 이상의 개발자 ㆍC#  디자인 패턴 / OOP에 익숙하신 분  유니티를 활용한 게임 개발 가능자 ㆍ유니티 게임 제작과 출시 경험자,ㆍ방치형 게임이나 힐링 게임 프로젝트 참여 경험 ㆍ3D 게임 제작 경험 ㆍ장르 특성상 아트퀄리티를 위한 아트파트와 R&D협업이 능한 분 ㆍSDK / 에셋 등 오픈소스 활용이 능한 분 ㆍGit을 사용하여 꾸준히 프로젝트를 관리한 경험이 있으신 분 ㆍ강아지/고양이 등 동물 좋아하시는 분,30
89,1392,모바일 캐주얼 게임 사업PM,알로하팩토리,사업팀은 무슨 일을 하나요?  알로하팩토리 사업팀은 글로벌 히트 게임을 위한 최고의 사업 파트너입니다. 저희 팀은 데이터/수익화/UA/크리에이티브팀의 전문적인 지식과 경험을 보유하고 있으며 데이터 기반으로 의사 결정하는 프로세스를 핵심 전략으로 일합니다.  파트너스 개발사와 함께 글로벌 성장을 경험해봅시다!  [담당업무] • 프로젝트의 사업성  BM 전략  상품/이벤트 기획 설계   • 개발 스튜디오와의 협업 및 사업 PM 역할 수행  • 모바일게임 런칭 및 라이브 서비스 진행 • 글로벌/국내 시장 런칭을 위한 사업 목표 및 전략 수립 및 실행,• 게임 사업 PM 경력 3년 이상   • 모바일 게임 런칭 및 라이브 서비스 경험 • 게임 시스템과 게임BM에 대해 깊은 이해도를 갖추신 분 • 원활한 커뮤니케이션과 논리적 사고를 보유하신 분,• 모바일 게임을 매우 좋아하고  게임 시장에 대한 이해도가 높으신 분 • 주도성이 있고 문제 해결 능력이 뛰어나신 분 • 스스로 문제를 정의하고 논리적인 가설을 세우고 증명하는 과정을 실행 할 수 있는 분 • 게임 수익화관련 상품설계  광고포인트 설계 등 경험이 있으신 분 • 데이터를 통한 분석력을 갖추신 분,0
